Zone,Zone_Name,District_Code,District,Block_Code,Block_Name,PC_No,PC_Name,AC_No,AC_Name,Gram_Panchayat_Code,Gram_Panchayat,Organisational_District
4,Bardhaman & Birbhum,307,Birbhum,2840,Rajnagar,42,Birbhum,285,Suri,108877,Gangmuri-Joypur,Birbhum
4,Bardhaman & Birbhum,307,Birbhum,2840,Rajnagar,42,Birbhum,285,Suri,108876,Chandrapur,Birbhum
4,Bardhaman & Birbhum,307,Birbhum,2841,Rampurhat-I,42,Birbhum,291,Rampurhat,108886,Kusumba,Birbhum
4,Bardhaman & Birbhum,307,Birbhum,2841,Rampurhat-I,42,Birbhum,291,Rampurhat,108888,Narayanpur,Birbhum
4,Bardhaman & Birbhum,307,Birbhum,2841,Rampurhat-I,42,Birbhum,291,Rampurhat,108885,Kharun,Birbhum
4,Bardhaman & Birbhum,307,Birbhum,2841,Rampurhat-I,42,Birbhum,291,Rampurhat,108880,Ayas,Birbhum
4,Bardhaman & Birbhum,307,Birbhum,2841,Rampurhat-I,42,Birbhum,291,Rampurhat,108883,Dakhalbati,Birbhum
4,Bardhaman & Birbhum,307,Birbhum,2841,Rampurhat-I,42,Birbhum,291,Rampurhat,108881,Barshal,Birbhum
4,Bardhaman & Birbhum,307,Birbhum,2841,Rampurhat-I,42,Birbhum,291,Rampurhat,108887,Mashra,Birbhum
4,Bardhaman & Birbhum,307,Birbhum,2841,Rampurhat-I,42,Birbhum,291,Rampurhat,108882,Bonhat,Birbhum
4,Bardhaman & Birbhum,307,Birbhum,2841,Rampurhat-I,42,Birbhum,291,Rampurhat,108884,Kasthogora,Birbhum
4,Bardhaman & Birbhum,307,Birbhum,2842,Rampurhat-Ii,42,Birbhum,292,Hansan,108894,Kaluha,Birbhum
4,Bardhaman & Birbhum,307,Birbhum,2842,Rampurhat-Ii,42,Birbhum,292,Hansan,108897,Sahapur,Birbhum
4,Bardhaman & Birbhum,307,Birbhum,2842,Rampurhat-Ii,42,Birbhum,292,Hansan,108893,Hansan-Ii,Birbhum
4,Bardhaman & Birbhum,307,Birbhum,2842,Rampurhat-Ii,42,Birbhum,292,Hansan,108891,Dunigram,Birbhum
4,Bardhaman & Birbhum,307,Birbhum,2842,Rampurhat-Ii,42,Birbhum,292,Hansan,108892,Hansan-I,Birbhum
4,Bardhaman & Birbhum,307,Birbhum,2842,Rampurhat-Ii,42,Birbhum,292,Hansan,108890,Budhigram,Birbhum
4,Bardhaman & Birbhum,307,Birbhum,2842,Rampurhat-Ii,42,Birbhum,292,Hansan,108889,Bishnupur,Birbhum
4,Bardhaman & Birbhum,307,Birbhum,2842,Rampurhat-Ii,42,Birbhum,292,Hansan,108895,Margram-I,Birbhum
4,Bardhaman & Birbhum,307,Birbhum,2844,Suri-I,42,Birbhum,285,Suri,108914,Mallickpur,Birbhum
4,Bardhaman & Birbhum,307,Birbhum,2844,Suri-I,42,Birbhum,285,Suri,108911,Bhurkuna,Birbhum
4,Bardhaman & Birbhum,307,Birbhum,2844,Suri-I,42,Birbhum,285,Suri,108916,Tilpara,Birbhum
4,Bardhaman & Birbhum,307,Birbhum,2844,Suri-I,42,Birbhum,285,Suri,108912,Karidhya,Birbhum
4,Bardhaman & Birbhum,307,Birbhum,2844,Suri-I,42,Birbhum,285,Suri,108915,Nagari,Birbhum
4,Bardhaman & Birbhum,307,Birbhum,2844,Suri-I,42,Birbhum,285,Suri,108910,Alunda,Birbhum
4,Bardhaman & Birbhum,307,Birbhum,2844,Suri-I,42,Birbhum,285,Suri,108913,Khatanga,Birbhum
4,Bardhaman & Birbhum,307,Birbhum,2845,Suri-Ii,42,Birbhum,289,Sainthia,108917,Abinashpur,Birbhum
4,Bardhaman & Birbhum,307,Birbhum,2845,Suri-Ii,42,Birbhum,289,Sainthia,108920,Kendua,Birbhum
4,Bardhaman & Birbhum,307,Birbhum,2845,Suri-Ii,42,Birbhum,289,Sainthia,108918,Banshanka,Birbhum
4,Bardhaman & Birbhum,307,Birbhum,2845,Suri-Ii,42,Birbhum,289,Sainthia,108919,Domdama,Birbhum
4,Bardhaman & Birbhum,307,Birbhum,2845,Suri-Ii,42,Birbhum,289,Sainthia,108922,Purandarpur,Birbhum
4,Bardhaman & Birbhum,307,Birbhum,2845,Suri-Ii,42,Birbhum,289,Sainthia,108921,Koma,Birbhum
1,North Bengal,308,Cooch Behar,2847,Coochbehar I,1,Cooch Behar,4,Cooch Behar Dakshin,108936,Chandamari,Coochbehar
1,North Bengal,308,Cooch Behar,2847,Coochbehar I,1,Cooch Behar,4,Cooch Behar Dakshin,108944,Haribhanga,Coochbehar
1,North Bengal,308,Cooch Behar,2847,Coochbehar I,1,Cooch Behar,4,Cooch Behar Dakshin,108937,Chilkirhat,Coochbehar
1,North Bengal,308,Cooch Behar,2847,Coochbehar I,1,Cooch Behar,4,Cooch Behar Dakshin,108940,Falmari,Coochbehar
1,North Bengal,308,Cooch Behar,2847,Coochbehar I,1,Cooch Behar,4,Cooch Behar Dakshin,108946,Moyamari,Coochbehar
1,North Bengal,308,Cooch Behar,2847,Coochbehar I,1,Cooch Behar,4,Cooch Behar Dakshin,108950,Sutkabari,Coochbehar
1,North Bengal,308,Cooch Behar,2847,Coochbehar I,1,Cooch Behar,4,Cooch Behar Dakshin,108948,Patchhara,Coochbehar
1,North Bengal,308,Cooch Behar,2847,Coochbehar I,1,Cooch Behar,4,Cooch Behar Dakshin,108949,Putimari-Fuleswari,Coochbehar
1,North Bengal,308,Cooch Behar,2847,Coochbehar I,1,Cooch Behar,4,Cooch Behar Dakshin,108941,Ghughumari,Coochbehar
1,North Bengal,308,Cooch Behar,2846,Cooch Behar Ii,1,Cooch Behar,3,Uttar Cooch Behar,108923,Ambari,Coochbehar
1,North Bengal,308,Cooch Behar,2846,Cooch Behar Ii,1,Cooch Behar,3,Uttar Cooch Behar,108934,Pundibari,Coochbehar
1,North Bengal,308,Cooch Behar,2846,Cooch Behar Ii,1,Cooch Behar,3,Uttar Cooch Behar,108927,Dhangdhinguri,Coochbehar
1,North Bengal,308,Cooch Behar,2846,Cooch Behar Ii,1,Cooch Behar,3,Uttar Cooch Behar,108931,Madhupur,Coochbehar
1,North Bengal,308,Cooch Behar,2846,Cooch Behar Ii,1,Cooch Behar,3,Uttar Cooch Behar,108925,Bararangras,Coochbehar
1,North Bengal,308,Cooch Behar,2846,Cooch Behar Ii,1,Cooch Behar,3,Uttar Cooch Behar,108926,Chakchaka,Coochbehar
1,North Bengal,308,Cooch Behar,2846,Cooch Behar Ii,1,Cooch Behar,3,Uttar Cooch Behar,108929,Khagrabari,Coochbehar
1,North Bengal,308,Cooch Behar,2846,Cooch Behar Ii,1,Cooch Behar,3,Uttar Cooch Behar,108924,Baneswar,Coochbehar
1,North Bengal,308,Cooch Behar,2846,Cooch Behar Ii,1,Cooch Behar,3,Uttar Cooch Behar,108930,Khapaidanga,Coochbehar
1,North Bengal,308,Cooch Behar,2846,Cooch Behar Ii,1,Cooch Behar,3,Uttar Cooch Behar,108928,Gopalpur,Coochbehar
1,North Bengal,308,Cooch Behar,2846,Cooch Behar Ii,1,Cooch Behar,3,Uttar Cooch Behar,108935,Takagachh-Rajarhat,Coochbehar
1,North Bengal,308,Cooch Behar,2846,Cooch Behar Ii,1,Cooch Behar,3,Uttar Cooch Behar,108933,Patlakhawa,Coochbehar
1,North Bengal,308,Cooch Behar,2846,Cooch Behar Ii,1,Cooch Behar,3,Uttar Cooch Behar,108932,Marichbari-Kholta,Coochbehar
1,North Bengal,308,Cooch Behar,2849,Dinhata-Ii,1,Cooch Behar,7,Dinhata,108968,Bamanhat-Ii,Coochbehar
1,North Bengal,308,Cooch Behar,2849,Dinhata-Ii,1,Cooch Behar,7,Dinhata,108975,Najirhat-I,Coochbehar
1,North Bengal,308,Cooch Behar,2849,Dinhata-Ii,1,Cooch Behar,7,Dinhata,108973,Gobra Chhara Nayarhat,Coochbehar
1,North Bengal,308,Cooch Behar,2849,Dinhata-Ii,1,Cooch Behar,7,Dinhata,108974,Kishamat Dasgram,Coochbehar
1,North Bengal,308,Cooch Behar,2849,Dinhata-Ii,1,Cooch Behar,7,Dinhata,108976,Nijirhat-Ii,Coochbehar
1,North Bengal,308,Cooch Behar,2849,Dinhata-Ii,1,Cooch Behar,7,Dinhata,108969,Barasakdal,Coochbehar
1,North Bengal,308,Cooch Behar,2849,Dinhata-Ii,1,Cooch Behar,7,Dinhata,108978,Sukarukuthi,Coochbehar
1,North Bengal,308,Cooch Behar,2849,Dinhata-Ii,1,Cooch Behar,7,Dinhata,108967,Bamanhat-I,Coochbehar
1,North Bengal,308,Cooch Behar,2849,Dinhata-Ii,1,Cooch Behar,7,Dinhata,108970,Burirhat-I,Coochbehar
1,North Bengal,308,Cooch Behar,2849,Dinhata-Ii,1,Cooch Behar,7,Dinhata,108977,Sahebganj,Coochbehar
1,North Bengal,308,Cooch Behar,2849,Dinhata-Ii,1,Cooch Behar,7,Dinhata,108972,Chowdhurihat,Coochbehar
1,North Bengal,308,Cooch Behar,2849,Dinhata-Ii,1,Cooch Behar,7,Dinhata,108971,Burirhat-Ii,Coochbehar
1,North Bengal,308,Cooch Behar,2850,Haldibari,3,Jalpaiguri,1,Mekliganj,108979,Boxiganj,Coochbehar
1,North Bengal,308,Cooch Behar,2850,Haldibari,3,Jalpaiguri,1,Mekliganj,108980,Dakshin Bara Haldibari,Coochbehar
1,North Bengal,308,Cooch Behar,2850,Haldibari,3,Jalpaiguri,1,Mekliganj,108982,Hemkumari,Coochbehar
1,North Bengal,308,Cooch Behar,2850,Haldibari,3,Jalpaiguri,1,Mekliganj,108984,Uttar Bara Haldibari,Coochbehar
1,North Bengal,308,Cooch Behar,2850,Haldibari,3,Jalpaiguri,1,Mekliganj,108983,Per-Mekhliganj,Coochbehar
1,North Bengal,308,Cooch Behar,2850,Haldibari,3,Jalpaiguri,1,Mekliganj,108981,Dewanganj,Coochbehar
1,North Bengal,308,Cooch Behar,2852,Mathabhanga-I,1,Cooch Behar,5,Sitalkuchi,109001,Kursamari,Coochbehar
1,North Bengal,308,Cooch Behar,2852,Mathabhanga-I,1,Cooch Behar,5,Sitalkuchi,108995,Bairagirhat,Coochbehar
1,North Bengal,308,Cooch Behar,2852,Mathabhanga-I,1,Cooch Behar,5,Sitalkuchi,109004,Shikarpur,Coochbehar
1,North Bengal,308,Cooch Behar,2852,Mathabhanga-I,1,Cooch Behar,5,Sitalkuchi,109000,Kedarhat,Coochbehar
1,North Bengal,308,Cooch Behar,2852,Mathabhanga-I,1,Cooch Behar,5,Sitalkuchi,109002,Nayarhat,Coochbehar
1,North Bengal,308,Cooch Behar,2852,Mathabhanga-I,1,Cooch Behar,5,Sitalkuchi,108996,Gopalpur,Coochbehar
1,North Bengal,308,Cooch Behar,2852,Mathabhanga-I,1,Cooch Behar,5,Sitalkuchi,108999,Jorpatki,Coochbehar
1,North Bengal,308,Cooch Behar,2853,Mekliganj,3,Jalpaiguri,1,Mekliganj,109010,Niztarof,Coochbehar
1,North Bengal,308,Cooch Behar,2853,Mekliganj,3,Jalpaiguri,1,Mekliganj,109009,Kuchlibari,Coochbehar
1,North Bengal,308,Cooch Behar,2853,Mekliganj,3,Jalpaiguri,1,Mekliganj,109005,Bagdogra-Fulkadabri,Coochbehar
1,North Bengal,308,Cooch Behar,2853,Mekliganj,3,Jalpaiguri,1,Mekliganj,109006,Bhotbari,Coochbehar
1,North Bengal,308,Cooch Behar,2853,Mekliganj,3,Jalpaiguri,1,Mekliganj,109007,Changrabandha,Coochbehar
1,North Bengal,308,Cooch Behar,2853,Mekliganj,3,Jalpaiguri,1,Mekliganj,109012,Uchalpukuri,Coochbehar
1,North Bengal,308,Cooch Behar,2853,Mekliganj,3,Jalpaiguri,1,Mekliganj,109008,Jamaldaha,Coochbehar
1,North Bengal,308,Cooch Behar,2853,Mekliganj,3,Jalpaiguri,1,Mekliganj,109011,Ranirhat,Coochbehar
1,North Bengal,308,Cooch Behar,2854,Sitai,1,Cooch Behar,6,Sitai,109014,Brahmottar-Chatra,Coochbehar
1,North Bengal,308,Cooch Behar,2854,Sitai,1,Cooch Behar,6,Sitai,109016,Sitai-I,Coochbehar
1,North Bengal,308,Cooch Behar,2854,Sitai,1,Cooch Behar,6,Sitai,109015,Chamta,Coochbehar
1,North Bengal,308,Cooch Behar,2854,Sitai,1,Cooch Behar,6,Sitai,109013,Adabari,Coochbehar
1,North Bengal,308,Cooch Behar,2854,Sitai,1,Cooch Behar,6,Sitai,109017,Sitai-Ii,Coochbehar
1,North Bengal,308,Cooch Behar,2855,Sitalkuchi,1,Cooch Behar,5,Sitalkuchi,109019,Bhawerthana,Coochbehar
1,North Bengal,308,Cooch Behar,2855,Sitalkuchi,1,Cooch Behar,5,Sitalkuchi,109024,Lalbazar,Coochbehar
1,North Bengal,308,Cooch Behar,2855,Sitalkuchi,1,Cooch Behar,5,Sitalkuchi,109022,Gosairhat,Coochbehar
1,North Bengal,308,Cooch Behar,2855,Sitalkuchi,1,Cooch Behar,5,Sitalkuchi,109020,Chhotosalbari,Coochbehar
1,North Bengal,308,Cooch Behar,2855,Sitalkuchi,1,Cooch Behar,5,Sitalkuchi,109018,Barokaimari,Coochbehar
1,North Bengal,308,Cooch Behar,2855,Sitalkuchi,1,Cooch Behar,5,Sitalkuchi,109023,Khalisamari,Coochbehar
1,North Bengal,308,Cooch Behar,2855,Sitalkuchi,1,Cooch Behar,5,Sitalkuchi,109021,Golenowhati,Coochbehar
1,North Bengal,308,Cooch Behar,2855,Sitalkuchi,1,Cooch Behar,5,Sitalkuchi,109025,Sitalkuchi,Coochbehar
1,North Bengal,308,Cooch Behar,2857,Tufanganj-Ii,2,Alipurduars,9,Tufanganj,109045,Mahiskhuchi-Ii,Coochbehar
1,North Bengal,308,Cooch Behar,2857,Tufanganj-Ii,2,Alipurduars,9,Tufanganj,109046,Mahiskuchi-I,Coochbehar
1,North Bengal,308,Cooch Behar,2857,Tufanganj-Ii,2,Alipurduars,9,Tufanganj,109050,Salbari-Ii,Coochbehar
1,North Bengal,308,Cooch Behar,2857,Tufanganj-Ii,2,Alipurduars,9,Tufanganj,109043,Bhanukumari-Ii,Coochbehar
1,North Bengal,308,Cooch Behar,2857,Tufanganj-Ii,2,Alipurduars,9,Tufanganj,109040,Barokodali-I,Coochbehar
1,North Bengal,308,Cooch Behar,2857,Tufanganj-Ii,2,Alipurduars,9,Tufanganj,109049,Salbari-I,Coochbehar
1,North Bengal,308,Cooch Behar,2857,Tufanganj-Ii,2,Alipurduars,9,Tufanganj,109041,Barokodali-Ii,Coochbehar
1,North Bengal,308,Cooch Behar,2857,Tufanganj-Ii,2,Alipurduars,9,Tufanganj,109042,Bhanukumari-I,Coochbehar
1,North Bengal,308,Cooch Behar,2857,Tufanganj-Ii,2,Alipurduars,9,Tufanganj,109047,Rampur-I,Coochbehar
1,North Bengal,308,Cooch Behar,2857,Tufanganj-Ii,2,Alipurduars,9,Tufanganj,109044,Falimari,Coochbehar
1,North Bengal,308,Cooch Behar,2857,Tufanganj-Ii,2,Alipurduars,9,Tufanganj,109048,Rampur-Ii,Coochbehar
1,North Bengal,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling,260954,Darjeeling-Ii,Darjeeling Hills
1,North Bengal,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling,260953,Darjeeling-I,Darjeeling Hills
1,North Bengal,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling,260960,Lebong Valley-Ii,Darjeeling Hills
1,North Bengal,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling,260969,Rishirhatbloom Field,Darjeeling Hills
1,North Bengal,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling,260966,Rangit-Ii,Darjeeling Hills
1,North Bengal,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling,260950,Bijanbari-Pulbazar,Darjeeling Hills
1,North Bengal,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling,260955,Goke-I,Darjeeling Hills
1,North Bengal,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling,260962,Lodhoma-Ii,Darjeeling Hills
1,North Bengal,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling,260957,Jhepi,Darjeeling Hills
1,North Bengal,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling,260958,Kaijalia,Darjeeling Hills
1,North Bengal,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling,260956,Goke-Ii,Darjeeling Hills
1,North Bengal,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling,260967,Relling,Darjeeling Hills
1,North Bengal,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling,260952,Dadaipani,Darjeeling Hills
1,North Bengal,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling,260965,Rangit-I,Darjeeling Hills
1,North Bengal,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling,260951,Chungtong,Darjeeling Hills
1,North Bengal,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling,260963,Mazuwa,Darjeeling Hills
1,North Bengal,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling,260959,Lebong Valley-I,Darjeeling Hills
1,North Bengal,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling,260949,Badamtam,Darjeeling Hills
1,North Bengal,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling,260968,Rimbik,Darjeeling Hills
1,North Bengal,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling,260964,Nayanor,Darjeeling Hills
1,North Bengal,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling,260971,Sirikhola-Daragaon,Darjeeling Hills
1,North Bengal,309,Darjeeling,2858,Darjeeling-Pulbazar,4,Darjeeling,23,Darjeeling,260970,Singtamn Soom,Darjeeling Hills
1,North Bengal,309,Darjeeling,2860,Jore Bunglow-Sukiapokhri,4,Darjeeling,23,Darjeeling,260995,Rangbhang Gopaldhara,Darjeeling Hills
1,North Bengal,309,Darjeeling,2860,Jore Bunglow-Sukiapokhri,4,Darjeeling,23,Darjeeling,260992,Pokhriabong-I,Darjeeling Hills
1,North Bengal,309,Darjeeling,2860,Jore Bunglow-Sukiapokhri,4,Darjeeling,23,Darjeeling,260994,Pokhriabong-Iii,Darjeeling Hills
1,North Bengal,309,Darjeeling,2860,Jore Bunglow-Sukiapokhri,4,Darjeeling,23,Darjeeling,260996,Rangbul,Darjeeling Hills
1,North Bengal,309,Darjeeling,2860,Jore Bunglow-Sukiapokhri,4,Darjeeling,23,Darjeeling,260983,Dhootria Kalej Valley,Darjeeling Hills
1,North Bengal,309,Darjeeling,2860,Jore Bunglow-Sukiapokhri,4,Darjeeling,23,Darjeeling,260984,Ghum Khasmahal,Darjeeling Hills
1,North Bengal,309,Darjeeling,2860,Jore Bunglow-Sukiapokhri,4,Darjeeling,24,Kurseong,260987,Lower Sonada-I,Darjeeling Hills
1,North Bengal,309,Darjeeling,2860,Jore Bunglow-Sukiapokhri,4,Darjeeling,23,Darjeeling,260991,Plungdung,Darjeeling Hills
1,North Bengal,309,Darjeeling,2860,Jore Bunglow-Sukiapokhri,4,Darjeeling,23,Darjeeling,260986,Lingiamaraybong,Darjeeling Hills
1,North Bengal,309,Darjeeling,2860,Jore Bunglow-Sukiapokhri,4,Darjeeling,23,Darjeeling,260997,Sukhia-Simana,Darjeeling Hills
1,North Bengal,309,Darjeeling,2860,Jore Bunglow-Sukiapokhri,4,Darjeeling,23,Darjeeling,260990,Permaguritamsang,Darjeeling Hills
1,North Bengal,309,Darjeeling,2860,Jore Bunglow-Sukiapokhri,4,Darjeeling,24,Kurseong,260989,Munda Kothi,Darjeeling Hills
1,North Bengal,309,Darjeeling,2860,Jore Bunglow-Sukiapokhri,4,Darjeeling,24,Kurseong,260985,Gorabari Margarets Hope,Darjeeling Hills
1,North Bengal,309,Darjeeling,2860,Jore Bunglow-Sukiapokhri,4,Darjeeling,24,Kurseong,260988,Lower Sonada-Ii,Darjeeling Hills
1,North Bengal,309,Darjeeling,2860,Jore Bunglow-Sukiapokhri,4,Darjeeling,23,Darjeeling,260993,Pokhriabong-Ii,Darjeeling Hills
1,North Bengal,309,Darjeeling,2860,Jore Bunglow-Sukiapokhri,4,Darjeeling,24,Kurseong,260998,Upper Sonada,Darjeeling Hills
1,North Bengal,309,Darjeeling,2863,Kharibari,4,Darjeeling,27,Phansidewa,109133,Raniganj-Panishali,Darjeeling Plains
1,North Bengal,309,Darjeeling,2863,Kharibari,4,Darjeeling,27,Phansidewa,109131,Buraganj,Darjeeling Plains
1,North Bengal,309,Darjeeling,2863,Kharibari,4,Darjeeling,27,Phansidewa,109130,Binnabari,Darjeeling Plains
1,North Bengal,309,Darjeeling,2863,Kharibari,4,Darjeeling,27,Phansidewa,109132,Kharibari-Panishali,Darjeeling Plains
1,North Bengal,309,Darjeeling,2868,Phansidewa,4,Darjeeling,27,Phansidewa,109171,Jalas-Nijamtara,Darjeeling Plains
1,North Bengal,309,Darjeeling,2868,Phansidewa,4,Darjeeling,27,Phansidewa,109170,Hetmuri Singhijhora,Darjeeling Plains
1,North Bengal,309,Darjeeling,2864,Kurseong,4,Darjeeling,24,Kurseong,261037,Pandu,Darjeeling Hills
1,North Bengal,309,Darjeeling,2864,Kurseong,4,Darjeeling,24,Kurseong,261044,St. Marrys-Iii,Darjeeling Hills
1,North Bengal,309,Darjeeling,2864,Kurseong,4,Darjeeling,24,Kurseong,261042,St. Marrys-I,Darjeeling Hills
1,North Bengal,309,Darjeeling,2864,Kurseong,4,Darjeeling,24,Kurseong,261041,Shivakhola,Darjeeling Hills
1,North Bengal,309,Darjeeling,2864,Kurseong,4,Darjeeling,24,Kurseong,261040,Settong-Iii,Darjeeling Hills
1,North Bengal,309,Darjeeling,2864,Kurseong,4,Darjeeling,24,Kurseong,261033,Gayabari-I,Darjeeling Hills
1,North Bengal,309,Darjeeling,2864,Kurseong,4,Darjeeling,24,Kurseong,261045,Sukna,Darjeeling Hills
1,North Bengal,309,Darjeeling,2864,Kurseong,4,Darjeeling,24,Kurseong,261035,Gayabari-Iii,Darjeeling Hills
1,North Bengal,309,Darjeeling,2864,Kurseong,4,Darjeeling,24,Kurseong,261036,Mahanadi,Darjeeling Hills
1,North Bengal,309,Darjeeling,2864,Kurseong,4,Darjeeling,24,Kurseong,261032,Chimney-Deorali,Darjeeling Hills
1,North Bengal,309,Darjeeling,2864,Kurseong,4,Darjeeling,24,Kurseong,261043,St. Marrys-Ii,Darjeeling Hills
1,North Bengal,309,Darjeeling,2864,Kurseong,4,Darjeeling,24,Kurseong,261034,Gayabari-Ii,Darjeeling Hills
1,North Bengal,309,Darjeeling,2864,Kurseong,4,Darjeeling,24,Kurseong,261039,Seetong-Ii,Darjeeling Hills
1,North Bengal,309,Darjeeling,2869,Rangli Rangliot,4,Darjeeling,24,Kurseong,261053,Labdah,Darjeeling Hills
1,North Bengal,309,Darjeeling,2864,Kurseong,4,Darjeeling,24,Kurseong,261038,Seetong-I,Darjeeling Hills
1,North Bengal,309,Darjeeling,2865,Matigara,4,Darjeeling,25,Matigara-Naxalbari,109149,Champasari,Darjeeling Plains
1,North Bengal,309,Darjeeling,2865,Matigara,4,Darjeeling,25,Matigara-Naxalbari,109150,Matigara-I,Darjeeling Plains
1,North Bengal,309,Darjeeling,2866,Mirik,4,Darjeeling,24,Kurseong,261047,Chenga Panighata,Darjeeling Hills
1,North Bengal,309,Darjeeling,2866,Mirik,4,Darjeeling,24,Kurseong,261049,Paheligaon School Dara-I,Darjeeling Hills
1,North Bengal,309,Darjeeling,2866,Mirik,4,Darjeeling,24,Kurseong,261052,Soureni-Ii,Darjeeling Hills
1,North Bengal,309,Darjeeling,2866,Mirik,4,Darjeeling,24,Kurseong,261048,Duptin,Darjeeling Hills
1,North Bengal,309,Darjeeling,2866,Mirik,4,Darjeeling,24,Kurseong,261051,Soureni-I,Darjeeling Hills
1,North Bengal,309,Darjeeling,2867,Naxal Bari,4,Darjeeling,25,Matigara-Naxalbari,109160,Hatighisa,Darjeeling Plains
1,North Bengal,309,Darjeeling,2867,Naxal Bari,4,Darjeeling,25,Matigara-Naxalbari,109164,Upper Bagdogra,Darjeeling Plains
1,North Bengal,309,Darjeeling,2867,Naxal Bari,4,Darjeeling,25,Matigara-Naxalbari,109162,Maniram,Darjeeling Plains
1,North Bengal,309,Darjeeling,2867,Naxal Bari,4,Darjeeling,25,Matigara-Naxalbari,109161,Lower Bagdogra,Darjeeling Plains
1,North Bengal,309,Darjeeling,2867,Naxal Bari,4,Darjeeling,25,Matigara-Naxalbari,109159,Gossaipur,Darjeeling Plains
1,North Bengal,309,Darjeeling,2867,Naxal Bari,4,Darjeeling,25,Matigara-Naxalbari,109163,Nakshalbari,Darjeeling Plains
1,North Bengal,309,Darjeeling,2868,Phansidewa,4,Darjeeling,27,Phansidewa,109169,Ghospukur,Darjeeling Plains
1,North Bengal,309,Darjeeling,2868,Phansidewa,4,Darjeeling,27,Phansidewa,109168,Phansidewa Bansgaon Kismat,Darjeeling Plains
1,North Bengal,309,Darjeeling,2868,Phansidewa,4,Darjeeling,27,Phansidewa,109167,Chathat-Bansgaon,Darjeeling Plains
1,North Bengal,309,Darjeeling,2868,Phansidewa,4,Darjeeling,27,Phansidewa,109166,Bidhannagar-Ii,Darjeeling Plains
1,North Bengal,309,Darjeeling,2868,Phansidewa,4,Darjeeling,27,Phansidewa,109165,Bidhannagar-I,Darjeeling Plains
1,North Bengal,309,Darjeeling,2869,Rangli Rangliot,4,Darjeeling,24,Kurseong,261061,Tackling-I,Darjeeling Hills
1,North Bengal,309,Darjeeling,2869,Rangli Rangliot,4,Darjeeling,24,Kurseong,261062,Tackling-Ii,Darjeeling Hills
1,North Bengal,309,Darjeeling,2869,Rangli Rangliot,4,Darjeeling,24,Kurseong,261055,Maneydara,Darjeeling Hills
1,North Bengal,309,Darjeeling,2869,Rangli Rangliot,4,Darjeeling,24,Kurseong,261057,Rangli,Darjeeling Hills
1,North Bengal,309,Darjeeling,2869,Rangli Rangliot,4,Darjeeling,24,Kurseong,261063,Takdah,Darjeeling Hills
1,North Bengal,309,Darjeeling,2869,Rangli Rangliot,4,Darjeeling,24,Kurseong,261060,Singrimatam,Darjeeling Hills
1,North Bengal,309,Darjeeling,2869,Rangli Rangliot,4,Darjeeling,24,Kurseong,261054,Lamahatta,Darjeeling Hills
1,North Bengal,309,Darjeeling,2869,Rangli Rangliot,4,Darjeeling,24,Kurseong,261056,Pubang-Rampuria,Darjeeling Hills
1,North Bengal,309,Darjeeling,2869,Rangli Rangliot,4,Darjeeling,24,Kurseong,261058,Ressep,Darjeeling Hills
1,North Bengal,309,Darjeeling,2869,Rangli Rangliot,4,Darjeeling,24,Kurseong,261059,Rongchong,Darjeeling Hills
2,Neck Zone,310,Dakshin Dinajpur,2871,Bansihari,6,Balurghat,42,Harirampur,109194,Brajaballavpur,Dakshin Dinajpur
2,Neck Zone,310,Dakshin Dinajpur,2871,Bansihari,6,Balurghat,42,Harirampur,109196,Ganguria,Dakshin Dinajpur
2,Neck Zone,310,Dakshin Dinajpur,2871,Bansihari,6,Balurghat,42,Harirampur,109197,Mahabari,Dakshin Dinajpur
