Zone,Zone_Name,District_Code,District,Block_Code,Block_Name,PC_No,PC_Name,AC_No,AC_Name,Gram_Panchayat_Code,Gram_Panchayat,Organisational_District
7,The Parganas,304,South 24 Parganas,2745,Baruipur,22,Jadavpur,137,Baruipur Purba,107978,Belegachhia,DH-Jadavpur
7,The Parganas,304,South 24 Parganas,2745,Baruipur,22,Jadavpur,137,Baruipur Purba,107977,Begumpur,DH-Jadavpur
7,The Parganas,304,South 24 Parganas,2745,Baruipur,22,Jadavpur,137,Baruipur Purba,107995,South Garia I,DH-Jadavpur
7,The Parganas,304,South 24 Parganas,2745,Baruipur,22,Jadavpur,137,Baruipur Purba,107989,Ramnagar-I,DH-Jadavpur
7,The Parganas,304,South 24 Parganas,2745,Baruipur,22,Jadavpur,137,Baruipur Purba,107988,Nabagram,DH-Jadavpur
7,The Parganas,304,South 24 Parganas,2745,Baruipur,22,Jadavpur,137,Baruipur Purba,107983,Hardhah,DH-Jadavpur
7,The Parganas,304,South 24 Parganas,2745,Baruipur,22,Jadavpur,137,Baruipur Purba,107979,Brindakhali,DH-Jadavpur
7,The Parganas,304,South 24 Parganas,2745,Baruipur,22,Jadavpur,137,Baruipur Purba,107990,Ramnagar-Ii,DH-Jadavpur
7,The Parganas,304,South 24 Parganas,2759,Jaynagar-I,22,Jadavpur,137,Baruipur Purba,108131,Chaltaberia,DH-Jadavpur
7,The Parganas,304,South 24 Parganas,2759,Jaynagar-I,22,Jadavpur,137,Baruipur Purba,108130,Bamangachhi,DH-Jadavpur
7,The Parganas,304,South 24 Parganas,2759,Jaynagar-I,22,Jadavpur,137,Baruipur Purba,108137,Narayanitala,DH-Jadavpur
7,The Parganas,304,South 24 Parganas,2759,Jaynagar-I,22,Jadavpur,137,Baruipur Purba,108133,Dhosa Chandaneswar,DH-Jadavpur
7,The Parganas,304,South 24 Parganas,2759,Jaynagar-I,22,Jadavpur,137,Baruipur Purba,108136,Khakurdaha,DH-Jadavpur
7,The Parganas,304,South 24 Parganas,2759,Jaynagar-I,22,Jadavpur,137,Baruipur Purba,108135,Jangalia,DH-Jadavpur
7,The Parganas,304,South 24 Parganas,2747,Bhangar-I,22,Jadavpur,148,Bhangar,108014,Narayanpur,DH-Jadavpur
7,The Parganas,304,South 24 Parganas,2747,Bhangar-I,22,Jadavpur,148,Bhangar,108013,Jagulgachhi,DH-Jadavpur
7,The Parganas,304,South 24 Parganas,2747,Bhangar-I,22,Jadavpur,148,Bhangar,108015,Pranganj,DH-Jadavpur
7,The Parganas,304,South 24 Parganas,2772,Sonarpur,22,Jadavpur,147,Sonarpur Dakshin,108279,Langalberia,DH-Jadavpur
7,The Parganas,304,South 24 Parganas,2772,Sonarpur,22,Jadavpur,147,Sonarpur Dakshin,108282,Sonarpur-Ii,DH-Jadavpur
7,The Parganas,304,South 24 Parganas,2772,Sonarpur,22,Jadavpur,147,Sonarpur Dakshin,108280,Poleghat,DH-Jadavpur
7,The Parganas,304,South 24 Parganas,2772,Sonarpur,22,Jadavpur,147,Sonarpur Dakshin,108275,Kalikapur-Ii,DH-Jadavpur
7,The Parganas,304,South 24 Parganas,2772,Sonarpur,22,Jadavpur,147,Sonarpur Dakshin,108281,Pratapnagar,DH-Jadavpur
7,The Parganas,304,South 24 Parganas,2772,Sonarpur,22,Jadavpur,147,Sonarpur Dakshin,108274,Kalikapur-I,DH-Jadavpur
7,The Parganas,304,South 24 Parganas,2772,Sonarpur,22,Jadavpur,151,Sonarpur Uttar,108278,Kheyadaha-Ii,DH-Jadavpur
7,The Parganas,304,South 24 Parganas,2772,Sonarpur,22,Jadavpur,151,Sonarpur Uttar,108272,Bangooghly-I,DH-Jadavpur
7,The Parganas,304,South 24 Parganas,2772,Sonarpur,22,Jadavpur,151,Sonarpur Uttar,108273,Banhooghly-Ii,DH-Jadavpur
7,The Parganas,304,South 24 Parganas,2772,Sonarpur,22,Jadavpur,151,Sonarpur Uttar,108276,Kamrabad,DH-Jadavpur
7,The Parganas,304,South 24 Parganas,2772,Sonarpur,22,Jadavpur,151,Sonarpur Uttar,108277,Kheyadaha-I,DH-Jadavpur
1,North Bengal,314,Jalpaiguri,2931,Rajganj,3,Jalpaiguri,19,Dabgram-Phulbari,109845,Dabgram-I,Jalpaiguri
1,North Bengal,314,Jalpaiguri,2931,Rajganj,3,Jalpaiguri,19,Dabgram-Phulbari,109846,Dabgram-Ii,Jalpaiguri
1,North Bengal,314,Jalpaiguri,7483,Banarhat,3,Jalpaiguri,15,Dhupguri,109732,Banarhat-I,Jalpaiguri
1,North Bengal,314,Jalpaiguri,7483,Banarhat,3,Jalpaiguri,15,Dhupguri,109747,Salbari-Ii,Jalpaiguri
1,North Bengal,314,Jalpaiguri,7483,Banarhat,3,Jalpaiguri,15,Dhupguri,109746,Salbari-I,Jalpaiguri
1,North Bengal,314,Jalpaiguri,2921,Dhupguri,3,Jalpaiguri,15,Dhupguri,109737,Gadhearkuthi,Jalpaiguri
1,North Bengal,314,Jalpaiguri,2921,Dhupguri,3,Jalpaiguri,15,Dhupguri,109740,Jharaltagram-I,Jalpaiguri
1,North Bengal,314,Jalpaiguri,2921,Dhupguri,3,Jalpaiguri,15,Dhupguri,109734,Barogharia,Jalpaiguri
1,North Bengal,314,Jalpaiguri,2921,Dhupguri,3,Jalpaiguri,15,Dhupguri,109738,Godong-I,Jalpaiguri
1,North Bengal,314,Jalpaiguri,2921,Dhupguri,3,Jalpaiguri,15,Dhupguri,109743,Magurmari-Ii,Jalpaiguri
1,North Bengal,314,Jalpaiguri,2921,Dhupguri,3,Jalpaiguri,15,Dhupguri,109745,Sakoyajhora-Ii,Jalpaiguri
1,North Bengal,314,Jalpaiguri,2921,Dhupguri,3,Jalpaiguri,15,Dhupguri,109741,Jharaltagram-Ii,Jalpaiguri
1,North Bengal,314,Jalpaiguri,2921,Dhupguri,3,Jalpaiguri,15,Dhupguri,109742,Magurmari-I,Jalpaiguri
1,North Bengal,314,Jalpaiguri,2921,Dhupguri,3,Jalpaiguri,15,Dhupguri,109739,Godong-Ii,Jalpaiguri
1,North Bengal,314,Jalpaiguri,2923,Jalpaiguri,3,Jalpaiguri,18,Rajganj,109762,Baropatia Nutanbos,Jalpaiguri
1,North Bengal,314,Jalpaiguri,2923,Jalpaiguri,3,Jalpaiguri,18,Rajganj,109771,Paharpur,Jalpaiguri
1,North Bengal,314,Jalpaiguri,2923,Jalpaiguri,3,Jalpaiguri,18,Rajganj,109763,Belakoba,Jalpaiguri
1,North Bengal,314,Jalpaiguri,2923,Jalpaiguri,3,Jalpaiguri,18,Rajganj,109772,Patkata,Jalpaiguri
1,North Bengal,314,Jalpaiguri,2931,Rajganj,3,Jalpaiguri,18,Rajganj,109844,Binnaguri,Jalpaiguri
1,North Bengal,314,Jalpaiguri,2931,Rajganj,3,Jalpaiguri,18,Rajganj,109850,Majhiali,Jalpaiguri
1,North Bengal,314,Jalpaiguri,2931,Rajganj,3,Jalpaiguri,18,Rajganj,109852,Panikauri,Jalpaiguri
1,North Bengal,314,Jalpaiguri,2931,Rajganj,3,Jalpaiguri,18,Rajganj,109854,Sikarpur,Jalpaiguri
1,North Bengal,314,Jalpaiguri,2931,Rajganj,3,Jalpaiguri,18,Rajganj,109851,Mantadari,Jalpaiguri
1,North Bengal,314,Jalpaiguri,2931,Rajganj,3,Jalpaiguri,18,Rajganj,109849,Kukurjan,Jalpaiguri
1,North Bengal,314,Jalpaiguri,2931,Rajganj,3,Jalpaiguri,18,Rajganj,109853,Sannyasikata,Jalpaiguri
1,North Bengal,314,Jalpaiguri,2931,Rajganj,3,Jalpaiguri,18,Rajganj,109855,Sukhani,Jalpaiguri
3,Nadia & Murshidabad,319,Murshidabad,3025,Suti-I,9,Jangipur,58,Jangipur,110752,Ahiran,Jangipur
3,Nadia & Murshidabad,319,Murshidabad,3025,Suti-I,9,Jangipur,58,Jangipur,110754,Bansabati,Jangipur
3,Nadia & Murshidabad,319,Murshidabad,3008,Burwan,9,Jangipur,66,Khargram,110587,Kalyanpur-I,Jangipur
3,Nadia & Murshidabad,319,Murshidabad,3008,Burwan,9,Jangipur,66,Khargram,110588,Kalyanpur-Ii,Jangipur
3,Nadia & Murshidabad,319,Murshidabad,3005,Bhagawangola-I,9,Jangipur,61,Lalgola,110564,Kantanagar,Jangipur
3,Nadia & Murshidabad,319,Murshidabad,3015,Lalgola,9,Jangipur,61,Lalgola,110665,Jasaitala,Jangipur
3,Nadia & Murshidabad,319,Murshidabad,3015,Lalgola,9,Jangipur,61,Lalgola,110664,Dewansarai,Jangipur
3,Nadia & Murshidabad,319,Murshidabad,3015,Lalgola,9,Jangipur,61,Lalgola,110670,Nashipur,Jangipur
3,Nadia & Murshidabad,319,Murshidabad,3015,Lalgola,9,Jangipur,61,Lalgola,110671,Paikapara,Jangipur
3,Nadia & Murshidabad,319,Murshidabad,3015,Lalgola,9,Jangipur,61,Lalgola,110672,Ramchandrapur,Jangipur
3,Nadia & Murshidabad,319,Murshidabad,3015,Lalgola,9,Jangipur,61,Lalgola,110666,Kalmegha,Jangipur
3,Nadia & Murshidabad,319,Murshidabad,3015,Lalgola,9,Jangipur,61,Lalgola,110663,Bilborakopra,Jangipur
3,Nadia & Murshidabad,319,Murshidabad,3015,Lalgola,9,Jangipur,61,Lalgola,110669,Manikchak,Jangipur
3,Nadia & Murshidabad,319,Murshidabad,3015,Lalgola,9,Jangipur,61,Lalgola,110667,Lalgola,Jangipur
3,Nadia & Murshidabad,319,Murshidabad,3015,Lalgola,9,Jangipur,61,Lalgola,110661,Airmari Krishnapur,Jangipur
3,Nadia & Murshidabad,319,Murshidabad,3015,Lalgola,9,Jangipur,61,Lalgola,110662,Bahadurpur,Jangipur
3,Nadia & Murshidabad,319,Murshidabad,3003,Berhampore,9,Jangipur,65,Nabagram,110549,Radharghat-I,Jangipur
3,Nadia & Murshidabad,319,Murshidabad,3003,Berhampore,9,Jangipur,65,Nabagram,110550,Radharghat-Ii,Jangipur
3,Nadia & Murshidabad,319,Murshidabad,3003,Berhampore,9,Jangipur,65,Nabagram,110548,Niyallispara Goaljan,Jangipur
3,Nadia & Murshidabad,319,Murshidabad,3003,Berhampore,9,Jangipur,65,Nabagram,110553,Sahajadpur,Jangipur
3,Nadia & Murshidabad,319,Murshidabad,3015,Lalgola,9,Jangipur,59,Raghunathganj,110668,Maiya,Jangipur
3,Nadia & Murshidabad,319,Murshidabad,3025,Suti-I,9,Jangipur,59,Raghunathganj,110756,Nurpur,Jangipur
3,Nadia & Murshidabad,319,Murshidabad,3025,Suti-I,9,Jangipur,57,Suti,110755,Harua,Jangipur
3,Nadia & Murshidabad,319,Murshidabad,3025,Suti-I,9,Jangipur,57,Suti,110753,Bahutali,Jangipur
3,Nadia & Murshidabad,319,Murshidabad,3025,Suti-I,9,Jangipur,57,Suti,110757,Sadikpur,Jangipur
7,The Parganas,304,South 24 Parganas,2746,Basanti,19,Jaynagar,128,Basanti,107996,Amjhara,Sundarban
7,The Parganas,304,South 24 Parganas,2746,Basanti,19,Jaynagar,128,Basanti,108008,Uttar Mokamberia,Sundarban
7,The Parganas,304,South 24 Parganas,2746,Basanti,19,Jaynagar,128,Basanti,107998,Bharatgarh,Sundarban
7,The Parganas,304,South 24 Parganas,2746,Basanti,19,Jaynagar,128,Basanti,107997,Basanti,Sundarban
7,The Parganas,304,South 24 Parganas,2746,Basanti,19,Jaynagar,128,Basanti,108004,Kanthalberia,Sundarban
7,The Parganas,304,South 24 Parganas,2746,Basanti,19,Jaynagar,128,Basanti,108006,Nafarganj,Sundarban
7,The Parganas,304,South 24 Parganas,2746,Basanti,19,Jaynagar,128,Basanti,107999,Charabidya,Sundarban
7,The Parganas,304,South 24 Parganas,2746,Basanti,19,Jaynagar,128,Basanti,108001,Foolmalancha,Sundarban
7,The Parganas,304,South 24 Parganas,2746,Basanti,19,Jaynagar,128,Basanti,108003,Jyotishpur,Sundarban
7,The Parganas,304,South 24 Parganas,2746,Basanti,19,Jaynagar,128,Basanti,108007,Ramchandrakhali,Sundarban
7,The Parganas,304,South 24 Parganas,2746,Basanti,19,Jaynagar,128,Basanti,108002,Jharkhali,Sundarban
7,The Parganas,304,South 24 Parganas,2754,Canning-Ii,19,Jaynagar,128,Basanti,108077,Atharobanki,Sundarban
7,The Parganas,304,South 24 Parganas,2754,Canning-Ii,19,Jaynagar,138,Canning Paschim,108082,Narayanpur,Sundarban
7,The Parganas,304,South 24 Parganas,2747,Bhangar-I,19,Jaynagar,139,Canning Purba,108017,Tarda,Sundarban
7,The Parganas,304,South 24 Parganas,2747,Bhangar-I,19,Jaynagar,139,Canning Purba,108012,Durgapur,Sundarban
7,The Parganas,304,South 24 Parganas,2747,Bhangar-I,19,Jaynagar,139,Canning Purba,108016,Shanksahar,Sundarban
7,The Parganas,304,South 24 Parganas,2747,Bhangar-I,19,Jaynagar,139,Canning Purba,108009,Bodra,Sundarban
7,The Parganas,304,South 24 Parganas,2747,Bhangar-I,19,Jaynagar,139,Canning Purba,108010,Chandaneswar-I,Sundarban
7,The Parganas,304,South 24 Parganas,2747,Bhangar-I,19,Jaynagar,139,Canning Purba,108011,Chandaneswar-Ii,Sundarban
7,The Parganas,304,South 24 Parganas,2754,Canning-Ii,19,Jaynagar,139,Canning Purba,108084,Tambuldaha-I,Sundarban
7,The Parganas,304,South 24 Parganas,2754,Canning-Ii,19,Jaynagar,139,Canning Purba,108079,Deuli-Ii,Sundarban
7,The Parganas,304,South 24 Parganas,2754,Canning-Ii,19,Jaynagar,139,Canning Purba,108083,Sarengabad,Sundarban
7,The Parganas,304,South 24 Parganas,2754,Canning-Ii,19,Jaynagar,139,Canning Purba,108078,Deuli-I,Sundarban
7,The Parganas,304,South 24 Parganas,2754,Canning-Ii,19,Jaynagar,139,Canning Purba,108085,Tambuldaha-Ii,Sundarban
7,The Parganas,304,South 24 Parganas,2754,Canning-Ii,19,Jaynagar,139,Canning Purba,108080,Kalikatala,Sundarban
7,The Parganas,304,South 24 Parganas,2754,Canning-Ii,19,Jaynagar,139,Canning Purba,108081,Matherdighi,Sundarban
7,The Parganas,304,South 24 Parganas,2746,Basanti,19,Jaynagar,127,Gosaba,108000,Chunakhali,Sundarban
7,The Parganas,304,South 24 Parganas,2746,Basanti,19,Jaynagar,127,Gosaba,108005,Maszidbati,Sundarban
7,The Parganas,304,South 24 Parganas,2759,Jaynagar-I,19,Jaynagar,136,Jaynagar,108132,Dakshin Barasat,Sundarban
7,The Parganas,304,South 24 Parganas,2759,Jaynagar-I,19,Jaynagar,136,Jaynagar,108140,Uttar Durgapur,Sundarban
7,The Parganas,304,South 24 Parganas,2759,Jaynagar-I,19,Jaynagar,136,Jaynagar,108134,Harinarayanpur,Sundarban
7,The Parganas,304,South 24 Parganas,2759,Jaynagar-I,19,Jaynagar,136,Jaynagar,108138,Rajapur Korabeg,Sundarban
7,The Parganas,304,South 24 Parganas,2759,Jaynagar-I,19,Jaynagar,136,Jaynagar,108139,Sripur,Sundarban
7,The Parganas,304,South 24 Parganas,2760,Jaynagar-Ii,19,Jaynagar,136,Jaynagar,108150,Sahajadapur,Sundarban
7,The Parganas,304,South 24 Parganas,2760,Jaynagar-Ii,19,Jaynagar,136,Jaynagar,108144,Futigoda,Sundarban
7,The Parganas,304,South 24 Parganas,2760,Jaynagar-Ii,19,Jaynagar,136,Jaynagar,108142,Beledurganagar,Sundarban
7,The Parganas,304,South 24 Parganas,2760,Jaynagar-Ii,19,Jaynagar,136,Jaynagar,108148,Mayda,Sundarban
7,The Parganas,304,South 24 Parganas,2760,Jaynagar-Ii,19,Jaynagar,136,Jaynagar,108145,Gardoani,Sundarban
7,The Parganas,304,South 24 Parganas,2760,Jaynagar-Ii,19,Jaynagar,136,Jaynagar,108147,Mayahauri,Sundarban
7,The Parganas,304,South 24 Parganas,2760,Jaynagar-Ii,19,Jaynagar,129,Kultali,108141,Baishata,Sundarban
7,The Parganas,304,South 24 Parganas,2760,Jaynagar-Ii,19,Jaynagar,129,Kultali,108143,Chuprijhara,Sundarban
7,The Parganas,304,South 24 Parganas,2760,Jaynagar-Ii,19,Jaynagar,129,Kultali,108146,Manirtat,Sundarban
7,The Parganas,304,South 24 Parganas,2760,Jaynagar-Ii,19,Jaynagar,129,Kultali,108149,Nalgora,Sundarban
6,Medinipur Division,318,Paschim Medinipur,2982,Garbeta-Ii,33,Jhargram,233,Garbeta,110331,Sarboth,Medinipur Division
6,Medinipur Division,318,Paschim Medinipur,2982,Garbeta-Ii,33,Jhargram,233,Garbeta,110330,Piyasala,Medinipur Division
6,Medinipur Division,318,Paschim Medinipur,2982,Garbeta-Ii,33,Jhargram,233,Garbeta,110322,Amlasuli,Medinipur Division
6,Medinipur Division,318,Paschim Medinipur,2982,Garbeta-Ii,33,Jhargram,233,Garbeta,110326,Jogardanga,Medinipur Division
8,Jangal Mahal,703,Jhargram,2985,Gopiballav Pur -Ii,33,Jhargram,221,Gopiballavpur,110352,Beliabera,Jhargram
8,Jangal Mahal,703,Jhargram,2985,Gopiballav Pur -Ii,33,Jhargram,221,Gopiballavpur,110354,Kharbandhi,Jhargram
8,Jangal Mahal,703,Jhargram,2985,Gopiballav Pur -Ii,33,Jhargram,221,Gopiballavpur,110358,Tapshia,Jhargram
8,Jangal Mahal,703,Jhargram,2985,Gopiballav Pur -Ii,33,Jhargram,221,Gopiballavpur,110357,Petbindhi,Jhargram
8,Jangal Mahal,703,Jhargram,2988,Jhargram,33,Jhargram,221,Gopiballavpur,110379,Chubka,Jhargram
8,Jangal Mahal,703,Jhargram,2988,Jhargram,33,Jhargram,221,Gopiballavpur,110376,Aguiboni,Jhargram
8,Jangal Mahal,703,Jhargram,2988,Jhargram,33,Jhargram,221,Gopiballavpur,110378,Chandri,Jhargram
8,Jangal Mahal,703,Jhargram,2988,Jhargram,33,Jhargram,221,Gopiballavpur,110388,Shalboni,Jhargram
8,Jangal Mahal,703,Jhargram,2988,Jhargram,33,Jhargram,221,Gopiballavpur,110387,Sardiha,Jhargram
8,Jangal Mahal,703,Jhargram,2988,Jhargram,33,Jhargram,221,Gopiballavpur,110383,Nedabahara,Jhargram
8,Jangal Mahal,703,Jhargram,2988,Jhargram,33,Jhargram,221,Gopiballavpur,110381,Lodhasuli,Jhargram
8,Jangal Mahal,703,Jhargram,2988,Jhargram,33,Jhargram,221,Gopiballavpur,110380,Dudhkundi,Jhargram
8,Jangal Mahal,703,Jhargram,2988,Jhargram,33,Jhargram,221,Gopiballavpur,110384,Patashimul,Jhargram
8,Jangal Mahal,703,Jhargram,2988,Jhargram,33,Jhargram,222,Jhargram,110382,Manikpara,Jhargram
8,Jangal Mahal,703,Jhargram,2988,Jhargram,33,Jhargram,222,Jhargram,110377,Bandhgora,Jhargram
8,Jangal Mahal,703,Jhargram,2988,Jhargram,33,Jhargram,222,Jhargram,110385,Radhanagar,Jhargram
8,Jangal Mahal,703,Jhargram,2988,Jhargram,33,Jhargram,222,Jhargram,110386,Sapdhara,Jhargram
8,Jangal Mahal,703,Jhargram,2985,Gopiballav Pur -Ii,33,Jhargram,220,Nayagram,110355,Kuliana,Jhargram
8,Jangal Mahal,703,Jhargram,2985,Gopiballav Pur -Ii,33,Jhargram,220,Nayagram,110353,Chorchita,Jhargram
8,Jangal Mahal,703,Jhargram,2985,Gopiballav Pur -Ii,33,Jhargram,220,Nayagram,110356,Nota,Jhargram
6,Medinipur Division,318,Paschim Medinipur,2982,Garbeta-Ii,33,Jhargram,234,Salboni,110325,Jeerapara,Medinipur Division
6,Medinipur Division,318,Paschim Medinipur,2982,Garbeta-Ii,33,Jhargram,234,Salboni,110327,Makli,Medinipur Division
6,Medinipur Division,318,Paschim Medinipur,2982,Garbeta-Ii,33,Jhargram,234,Salboni,110324,Gohaldanga,Medinipur Division
6,Medinipur Division,318,Paschim Medinipur,2982,Garbeta-Ii,33,Jhargram,234,Salboni,110328,Patharpara,Medinipur Division
6,Medinipur Division,318,Paschim Medinipur,2982,Garbeta-Ii,33,Jhargram,234,Salboni,110323,Goaltor,Medinipur Division
6,Medinipur Division,318,Paschim Medinipur,2982,Garbeta-Ii,33,Jhargram,234,Salboni,110329,Pingbani,Medinipur Division
6,Medinipur Division,318,Paschim Medinipur,2999,Salbani,33,Jhargram,234,Salboni,110501,Lalgeria,Medinipur Division
6,Medinipur Division,318,Paschim Medinipur,2999,Salbani,33,Jhargram,234,Salboni,110502,Shalboni,Medinipur Division
6,Medinipur Division,318,Paschim Medinipur,2999,Salbani,33,Jhargram,234,Salboni,110495,Bhimpur,Medinipur Division
6,Medinipur Division,318,Paschim Medinipur,2999,Salbani,33,Jhargram,234,Salboni,110497,Debgram,Medinipur Division
6,Medinipur Division,318,Paschim Medinipur,2999,Salbani,33,Jhargram,234,Salboni,110496,Bishnupur,Medinipur Division
3,Nadia & Murshidabad,320,Nadia,3028,Chapra,12,Krishnanagar,82,Chapra,110785,Alfa,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3028,Chapra,12,Krishnanagar,82,Chapra,110786,Bagberia,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3028,Chapra,12,Krishnanagar,82,Chapra,110787,Brittihuda,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3028,Chapra,12,Krishnanagar,82,Chapra,110796,Pipragachhi,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3028,Chapra,12,Krishnanagar,82,Chapra,110793,Kalinga,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3028,Chapra,12,Krishnanagar,82,Chapra,110788,Chapra-Ii,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3028,Chapra,12,Krishnanagar,82,Chapra,110790,Hatisala-Ii,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3028,Chapra,12,Krishnanagar,82,Chapra,110792,Hridaypur,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3028,Chapra,12,Krishnanagar,82,Chapra,110791,Hatkhola,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3028,Chapra,12,Krishnanagar,82,Chapra,110795,Maheshpur,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3028,Chapra,12,Krishnanagar,82,Chapra,110794,Mahatpur,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3028,Chapra,12,Krishnanagar,82,Chapra,244953,Chapra-I,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3028,Chapra,12,Krishnanagar,82,Chapra,110789,Hatisala-I,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3031,Kaliganj,12,Krishnanagar,80,Kaliganj,110823,Juranpur,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3031,Kaliganj,12,Krishnanagar,80,Kaliganj,110821,Gobra,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3031,Kaliganj,12,Krishnanagar,80,Kaliganj,110822,Hatgachha,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3031,Kaliganj,12,Krishnanagar,80,Kaliganj,110820,Faridpur,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3031,Kaliganj,12,Krishnanagar,80,Kaliganj,110825,Matiari,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3031,Kaliganj,12,Krishnanagar,80,Kaliganj,110818,Barachandghar,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3031,Kaliganj,12,Krishnanagar,80,Kaliganj,110824,Kaliganj,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3031,Kaliganj,12,Krishnanagar,80,Kaliganj,110830,Plassey-I,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3031,Kaliganj,12,Krishnanagar,80,Kaliganj,110819,Debagram,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3031,Kaliganj,12,Krishnanagar,80,Kaliganj,110827,Mira-Ii,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3031,Kaliganj,12,Krishnanagar,80,Kaliganj,110826,Mira-I,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3031,Kaliganj,12,Krishnanagar,80,Kaliganj,110831,Plassey-Ii,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3031,Kaliganj,12,Krishnanagar,80,Kaliganj,110829,Panighata,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3035,Krishnagar-I,12,Krishnanagar,85,Krishnanagar Dakshin,110869,Ruipukur.,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3035,Krishnagar-I,12,Krishnanagar,85,Krishnanagar Dakshin,110865,Dignagar,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3035,Krishnagar-I,12,Krishnanagar,85,Krishnanagar Dakshin,110861,Bhatjungla,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3035,Krishnagar-I,12,Krishnanagar,85,Krishnanagar Dakshin,110863,Chakdignagar,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3035,Krishnagar-I,12,Krishnanagar,85,Krishnanagar Dakshin,110864,Deypara,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3035,Krishnagar-I,12,Krishnanagar,83,Krishnanagar Uttar,110862,Bhimpur,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3035,Krishnagar-I,12,Krishnanagar,83,Krishnanagar Uttar,110860,Bhandarkhola,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3035,Krishnagar-I,12,Krishnanagar,83,Krishnanagar Uttar,110858,Assannagar,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3035,Krishnagar-I,12,Krishnanagar,83,Krishnanagar Uttar,110868,Poragachha,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3035,Krishnagar-I,12,Krishnanagar,83,Krishnanagar Uttar,110866,Dogachi,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3031,Kaliganj,12,Krishnanagar,81,Nakashipara,110828,Palitbegia,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3031,Kaliganj,12,Krishnanagar,81,Nakashipara,110832,Rajarmpur Ghoraikhetra,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3038,Nakashipara,12,Krishnanagar,81,Nakashipara,110893,Dharmada,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3038,Nakashipara,12,Krishnanagar,81,Nakashipara,110896,Majhergram,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3038,Nakashipara,12,Krishnanagar,81,Nakashipara,110891,Birpur-Ii,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3038,Nakashipara,12,Krishnanagar,81,Nakashipara,110886,Bethuadahari-Ii,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3038,Nakashipara,12,Krishnanagar,81,Nakashipara,110890,Birpur-I,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3038,Nakashipara,12,Krishnanagar,81,Nakashipara,110899,Patikabari,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3038,Nakashipara,12,Krishnanagar,81,Nakashipara,110889,Billwagram,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3038,Nakashipara,12,Krishnanagar,81,Nakashipara,110897,Muragachha,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3038,Nakashipara,12,Krishnanagar,81,Nakashipara,110898,Nakashipara,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3038,Nakashipara,12,Krishnanagar,81,Nakashipara,110894,Dogachhia,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3038,Nakashipara,12,Krishnanagar,81,Nakashipara,110885,Bethuadahari-I,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3038,Nakashipara,12,Krishnanagar,79,Palashipara,110888,Bilkumari,Krishnanagar
3,Nadia & Murshidabad,320,Nadia,3038,Nakashipara,12,Krishnanagar,79,Palashipara,110887,Bikrampur,Krishnanagar
