S. No,District Code,District,Block Code,Block Name,PC No.,PC Name,AC No.,AC Name,Gram Panchayat Code,Gram Panchayat
268,303,North 24 Parganas,2742,Sandeshkhali-I,18,Basirhat,123,Sandeshkhali ,107955,Nazat-I
269,303,North 24 Parganas,2742,Sandeshkhali-I,18,Basirhat,123,Sandeshkhali ,107952,Bayermari-Ii
270,303,North 24 Parganas,2742,Sandeshkhali-I,18,Basirhat,123,Sandeshkhali ,107956,Nazat-Ii
271,303,North 24 Parganas,2742,Sandeshkhali-I,18,Basirhat,123,Sandeshkhali ,107951,Bayermari-I
272,303,North 24 Parganas,2742,Sandeshkhali-I,18,Basirhat,123,Sandeshkhali ,107954,Kalinagar
273,303,North 24 Parganas,2742,Sandeshkhali-I,18,Basirhat,123,Sandeshkhali ,107953,Hatgachhi
274,303,North 24 Parganas,2743,Sandeshkhali-Ii,18,Basirhat,123,Sandeshkhali ,107965,Manipur
275,303,North 24 Parganas,2743,Sandeshkhali-Ii,18,Basirhat,123,Sandeshkhali ,107959,Bermajur-I
276,303,North 24 Parganas,2743,Sandeshkhali-Ii,18,Basirhat,123,Sandeshkhali ,107962,Jeliakhali
277,303,North 24 Parganas,2743,Sandeshkhali-Ii,18,Basirhat,123,Sandeshkhali ,107966,Sandeshkhali
278,303,North 24 Parganas,2743,Sandeshkhali-Ii,18,Basirhat,123,Sandeshkhali ,107961,Durgamandop
279,303,North 24 Parganas,2743,Sandeshkhali-Ii,18,Basirhat,123,Sandeshkhali ,107960,Bermajur-Ii
280,303,North 24 Parganas,2743,Sandeshkhali-Ii,18,Basirhat,123,Sandeshkhali ,107964,Korakati
281,307,Birbhum,2828,Dubrajpur,42,Birbhum,284,Dubrajpur ,108770,Laxmi-Narayanpur
282,307,Birbhum,2828,Dubrajpur,42,Birbhum,284,Dubrajpur ,108765,Balijuri
283,307,Birbhum,2828,Dubrajpur,42,Birbhum,284,Dubrajpur ,108768,Hetampur
284,307,Birbhum,2828,Dubrajpur,42,Birbhum,284,Dubrajpur ,108772,Paduma
285,307,Birbhum,2828,Dubrajpur,42,Birbhum,284,Dubrajpur ,108769,Jashpur
286,307,Birbhum,2828,Dubrajpur,42,Birbhum,284,Dubrajpur ,108771,Loba
287,307,Birbhum,2836,Murarai-Ii,42,Birbhum,294,Murarai ,108844,Mitrapur
288,307,Birbhum,2836,Murarai-Ii,42,Birbhum,294,Murarai ,108840,Amdole
289,307,Birbhum,2836,Murarai-Ii,42,Birbhum,294,Murarai ,108845,Nandigram
290,307,Birbhum,2836,Murarai-Ii,42,Birbhum,294,Murarai ,108841,Jajigram
291,307,Birbhum,2836,Murarai-Ii,42,Birbhum,294,Murarai ,108847,Paikar-Ii
292,307,Birbhum,2836,Murarai-Ii,42,Birbhum,294,Murarai ,108846,Paikar-I
293,307,Birbhum,2836,Murarai-Ii,42,Birbhum,293,Nalhati ,108842,Kushmore-I
294,307,Birbhum,2836,Murarai-Ii,42,Birbhum,293,Nalhati ,108843,Kushmore-Ii
295,307,Birbhum,2836,Murarai-Ii,42,Birbhum,293,Nalhati ,108848,Rudranagar
296,307,Birbhum,2834,Mohammad Bazar,42,Birbhum,291,Rampurhat ,108831,Rampur
297,307,Birbhum,2834,Mohammad Bazar,42,Birbhum,291,Rampurhat ,108832,Sekedda
298,307,Birbhum,2834,Mohammad Bazar,42,Birbhum,291,Rampurhat ,108826,Gonpur
299,307,Birbhum,2834,Mohammad Bazar,42,Birbhum,291,Rampurhat ,108828,Kapista
300,307,Birbhum,2834,Mohammad Bazar,42,Birbhum,291,Rampurhat ,108822,Bharkata
301,307,Birbhum,2834,Mohammad Bazar,42,Birbhum,291,Rampurhat ,108827,Hinglow
302,307,Birbhum,2834,Mohammad Bazar,42,Birbhum,289,Sainthia ,108821,Angargaria
303,307,Birbhum,2834,Mohammad Bazar,42,Birbhum,289,Sainthia ,108823,Bhutura
304,307,Birbhum,2834,Mohammad Bazar,42,Birbhum,289,Sainthia ,108824,Charicha
305,307,Birbhum,2834,Mohammad Bazar,42,Birbhum,289,Sainthia ,108829,Mahamadbazar
306,307,Birbhum,2834,Mohammad Bazar,42,Birbhum,289,Sainthia ,108825,Deucha
307,307,Birbhum,2834,Mohammad Bazar,42,Birbhum,289,Sainthia ,108830,Puranagram
308,307,Birbhum,2843,Sainthia,42,Birbhum,289,Sainthia ,108904,Hatora
309,307,Birbhum,2843,Sainthia,42,Birbhum,289,Sainthia ,108905,Horisara
310,307,Birbhum,2843,Sainthia,42,Birbhum,289,Sainthia ,108902,Deriapur
311,307,Birbhum,2843,Sainthia,42,Birbhum,289,Sainthia ,108903,Fulur
312,307,Birbhum,2843,Sainthia,42,Birbhum,289,Sainthia ,108900,Banagram
313,307,Birbhum,2843,Sainthia,42,Birbhum,289,Sainthia ,108906,Mathpalsa
314,307,Birbhum,2828,Dubrajpur,42,Birbhum,285,Suri ,108773,Parulia
315,307,Birbhum,2828,Dubrajpur,42,Birbhum,285,Suri ,108766,Chinpai
316,307,Birbhum,2828,Dubrajpur,42,Birbhum,285,Suri ,108767,Gohaliara
317,307,Birbhum,2828,Dubrajpur,42,Birbhum,285,Suri ,108774,Sahapur
318,305,Bankura,2778,Gangajal Ghati,37,Bishnupur ,253,Barjora ,108335,Pirraboni
319,305,Bankura,2778,Gangajal Ghati,37,Bishnupur ,253,Barjora ,108328,Bhaktabundh
320,305,Bankura,2778,Gangajal Ghati,37,Bishnupur ,253,Barjora ,108330,Gobindadham
321,305,Bankura,2778,Gangajal Ghati,37,Bishnupur ,253,Barjora ,108334,Nityanandapur
322,305,Bankura,2778,Gangajal Ghati,37,Bishnupur ,253,Barjora ,108329,Gangajalghati
323,305,Bankura,2778,Gangajal Ghati,37,Bishnupur ,253,Barjora ,108331,Kapista
324,305,Bankura,2794,Taldangra,37,Bishnupur ,255,Bishnupur,108461,Amdangra
325,305,Bankura,2794,Taldangra,37,Bishnupur ,255,Bishnupur,108467,Saltora
326,305,Bankura,2794,Taldangra,37,Bishnupur ,255,Bishnupur,108468,Satmouli
327,305,Bankura,2784,Kotulpur,37,Bishnupur ,257,Indas ,108378,Lowgram
328,305,Bankura,2784,Kotulpur,37,Bishnupur ,257,Indas ,108379,Madanmohanpur
329,305,Bankura,2787,Patrasayer,37,Bishnupur ,257,Indas ,108409,Kushadwip
330,305,Bankura,2787,Patrasayer,37,Bishnupur ,257,Indas ,108408,Jamkuri
331,305,Bankura,2787,Patrasayer,37,Bishnupur ,257,Indas ,108406,Biur-Betur
332,305,Bankura,2787,Patrasayer,37,Bishnupur ,257,Indas ,108403,Balsi-Ii
333,305,Bankura,2787,Patrasayer,37,Bishnupur ,257,Indas ,108402,Balsi-I
334,305,Bankura,2784,Kotulpur,37,Bishnupur ,256,Katulpur ,108377,Lego
335,305,Bankura,2784,Kotulpur,37,Bishnupur ,256,Katulpur ,108374,Desra-Koalpara
336,305,Bankura,2784,Kotulpur,37,Bishnupur ,256,Katulpur ,108375,Gopinathpur
337,305,Bankura,2784,Kotulpur,37,Bishnupur ,256,Katulpur ,108380,Mirzapur
338,305,Bankura,2784,Kotulpur,37,Bishnupur ,256,Katulpur ,108376,Kotulpur
339,305,Bankura,2784,Kotulpur,37,Bishnupur ,256,Katulpur ,108381,Sihar
340,306,Purba Bardhaman,2804,Galsi-Ii,37,Bishnupur ,259,Khandaghosh ,108548,Adra
341,306,Purba Bardhaman,2804,Galsi-Ii,37,Bishnupur ,259,Khandaghosh ,108551,Gohogram
342,306,Purba Bardhaman,2804,Galsi-Ii,37,Bishnupur ,259,Khandaghosh ,108554,Maszidpur
343,306,Purba Bardhaman,2804,Galsi-Ii,37,Bishnupur ,259,Khandaghosh ,108556,Satinandi
344,306,Purba Bardhaman,2804,Galsi-Ii,37,Bishnupur ,259,Khandaghosh ,108549,Bhunri
345,306,Purba Bardhaman,2804,Galsi-Ii,37,Bishnupur ,259,Khandaghosh ,108555,Sanko
346,306,Purba Bardhaman,2804,Galsi-Ii,37,Bishnupur ,259,Khandaghosh ,108552,Khano
347,305,Bankura,2775,Bankura-Ii,37,Bishnupur ,254,Onda ,108295,Bikna
348,305,Bankura,2775,Bankura-Ii,37,Bishnupur ,254,Onda ,108299,Narrah
349,305,Bankura,2775,Bankura-Ii,37,Bishnupur ,254,Onda ,108297,Kosthia
350,305,Bankura,2775,Bankura-Ii,37,Bishnupur ,254,Onda ,108301,Sanbandha
351,305,Bankura,2787,Patrasayer,37,Bishnupur ,258,Sonamukhi ,108407,Hamirpur
352,305,Bankura,2787,Patrasayer,37,Bishnupur ,258,Sonamukhi ,108405,Birsingha
353,305,Bankura,2787,Patrasayer,37,Bishnupur ,258,Sonamukhi ,108410,Narayanpur
354,305,Bankura,2787,Patrasayer,37,Bishnupur ,258,Sonamukhi ,108404,Belut-Rasulpur
355,305,Bankura,2787,Patrasayer,37,Bishnupur ,258,Sonamukhi ,108411,Patrasayer
356,307,Birbhum,2827,Bolpur-Sriniketan,41,Bolpur ,286,Bolpur ,108762,Sattore
357,307,Birbhum,2827,Bolpur-Sriniketan,41,Bolpur ,286,Bolpur ,108760,Ruppur
358,307,Birbhum,2827,Bolpur-Sriniketan,41,Bolpur ,286,Bolpur ,108759,Raipur-Supur
359,306,Purba Bardhaman,2810,Katwa-I,41,Bolpur ,271,Ketugram ,108611,Sreekhanda
360,306,Purba Bardhaman,2810,Katwa-I,41,Bolpur ,271,Ketugram ,108609,Koshigram
361,307,Birbhum,2843,Sainthia,41,Bolpur ,288,Labpur ,108898,Ahmedpur
362,307,Birbhum,2843,Sainthia,41,Bolpur ,288,Labpur ,108909,Sreenidhipur
363,307,Birbhum,2843,Sainthia,41,Bolpur ,288,Labpur ,108908,Sangra
364,307,Birbhum,2843,Sainthia,41,Bolpur ,288,Labpur ,108899,Amarpur
365,307,Birbhum,2843,Sainthia,41,Bolpur ,288,Labpur ,108907,Panrui
366,307,Birbhum,2843,Sainthia,41,Bolpur ,288,Labpur ,108901,Bhromorkol
367,306,Purba Bardhaman,2810,Katwa-I,41,Bolpur ,272,Mangalkot ,108604,Alampur
368,306,Purba Bardhaman,2810,Katwa-I,41,Bolpur ,272,Mangalkot ,108610,Sargram
369,306,Purba Bardhaman,2810,Katwa-I,41,Bolpur ,272,Mangalkot ,108605,Gidhagram
370,307,Birbhum,2827,Bolpur-Sriniketan,41,Bolpur ,287,Nanoor ,108757,Kankalitala
371,307,Birbhum,2827,Bolpur-Sriniketan,41,Bolpur ,287,Nanoor ,108761,Sarpalehana-Albandha
372,307,Birbhum,2827,Bolpur-Sriniketan,41,Bolpur ,287,Nanoor ,108764,Singhee
373,307,Birbhum,2827,Bolpur-Sriniketan,41,Bolpur ,287,Nanoor ,108763,Sian-Muluk
374,307,Birbhum,2827,Bolpur-Sriniketan,41,Bolpur ,287,Nanoor ,108756,Bahiri-Panchshowa
375,307,Birbhum,2827,Bolpur-Sriniketan,41,Bolpur ,287,Nanoor ,108758,Kasba
376,308,Cooch Behar,2848,Dinhata-I,1,Cooch Behar ,7,Dinhata ,108957,Dinhata Vill-Ii
377,308,Cooch Behar,2848,Dinhata-I,1,Cooch Behar ,7,Dinhata ,108956,Dinhata Vill-I
378,308,Cooch Behar,2848,Dinhata-I,1,Cooch Behar ,7,Dinhata ,108965,Putimari-I
379,308,Cooch Behar,2848,Dinhata-I,1,Cooch Behar ,7,Dinhata ,108954,Bhetaguri-I
380,308,Cooch Behar,2852,Mathabhanga-I,1,Cooch Behar ,2,Mathabhanga ,108997,Hazrahat-I
381,308,Cooch Behar,2852,Mathabhanga-I,1,Cooch Behar ,2,Mathabhanga ,109003,Pachagarh
382,308,Cooch Behar,2852,Mathabhanga-I,1,Cooch Behar ,2,Mathabhanga ,108998,Hazrahat-Ii
383,308,Cooch Behar,2851,Mathabhanga Ii,1,Cooch Behar ,2,Mathabhanga ,108987,Fulbari
384,308,Cooch Behar,2851,Mathabhanga Ii,1,Cooch Behar ,2,Mathabhanga ,108985,Angarkata-Pardubi
385,308,Cooch Behar,2851,Mathabhanga Ii,1,Cooch Behar ,2,Mathabhanga ,108991,Nishiganj-Ii
386,308,Cooch Behar,2851,Mathabhanga Ii,1,Cooch Behar ,2,Mathabhanga ,108992,Premerdanga
387,308,Cooch Behar,2851,Mathabhanga Ii,1,Cooch Behar ,2,Mathabhanga ,108993,Ruidanga
388,308,Cooch Behar,2851,Mathabhanga Ii,1,Cooch Behar ,2,Mathabhanga ,108988,Ghoksardanga
389,308,Cooch Behar,2851,Mathabhanga Ii,1,Cooch Behar ,2,Mathabhanga ,108989,Latapota
390,308,Cooch Behar,2851,Mathabhanga Ii,1,Cooch Behar ,2,Mathabhanga ,108986,Barasoulmari
391,308,Cooch Behar,2851,Mathabhanga Ii,1,Cooch Behar ,2,Mathabhanga ,108994,Unishbisha
392,308,Cooch Behar,2851,Mathabhanga Ii,1,Cooch Behar ,2,Mathabhanga ,108990,Nishiganj-I
393,308,Cooch Behar,2847,Coochbehar I,1,Cooch Behar ,8,Natabari ,108947,Panisala
394,308,Cooch Behar,2847,Coochbehar I,1,Cooch Behar ,8,Natabari ,108945,Jiranpur
395,308,Cooch Behar,2847,Coochbehar I,1,Cooch Behar ,8,Natabari ,108938,Dauaguri
396,308,Cooch Behar,2847,Coochbehar I,1,Cooch Behar ,8,Natabari ,108943,Guriahati-Ii
397,308,Cooch Behar,2847,Coochbehar I,1,Cooch Behar ,8,Natabari ,108939,Deoanhat
398,308,Cooch Behar,2847,Coochbehar I,1,Cooch Behar ,8,Natabari ,108942,Guriahati-I
399,308,Cooch Behar,2856,Tufanganj-I,1,Cooch Behar ,8,Natabari ,109036,Maruganj
400,308,Cooch Behar,2856,Tufanganj-I,1,Cooch Behar ,8,Natabari ,109031,Chilkhana-I
401,308,Cooch Behar,2856,Tufanganj-I,1,Cooch Behar ,8,Natabari ,109027,Andaran-Fulbari-Ii
402,308,Cooch Behar,2856,Tufanganj-I,1,Cooch Behar ,8,Natabari ,109039,Natabari-Ii
403,308,Cooch Behar,2856,Tufanganj-I,1,Cooch Behar ,8,Natabari ,109033,Deocharai
404,308,Cooch Behar,2856,Tufanganj-I,1,Cooch Behar ,8,Natabari ,109029,Balarampur-I
405,308,Cooch Behar,2856,Tufanganj-I,1,Cooch Behar ,8,Natabari ,109030,Balarampur-Ii
406,308,Cooch Behar,2856,Tufanganj-I,1,Cooch Behar ,8,Natabari ,109038,Natabari-I
407,308,Cooch Behar,2856,Tufanganj-I,1,Cooch Behar ,8,Natabari ,109035,Dhalpal-Ii
408,308,Cooch Behar,2856,Tufanganj-I,1,Cooch Behar ,8,Natabari ,109032,Chilkhana-Ii
409,308,Cooch Behar,2848,Dinhata-I,1,Cooch Behar ,6,Sitai ,108964,Petla
410,308,Cooch Behar,2848,Dinhata-I,1,Cooch Behar ,6,Sitai ,108953,Bara Soulmari
411,308,Cooch Behar,2848,Dinhata-I,1,Cooch Behar ,6,Sitai ,108951,Bara Atiabari-I
412,308,Cooch Behar,2848,Dinhata-I,1,Cooch Behar ,6,Sitai ,108962,Matalhat
413,308,Cooch Behar,2848,Dinhata-I,1,Cooch Behar ,6,Sitai ,108955,Bhetaguri-Ii
414,308,Cooch Behar,2848,Dinhata-I,1,Cooch Behar ,6,Sitai ,108963,Okrabari
415,308,Cooch Behar,2848,Dinhata-I,1,Cooch Behar ,6,Sitai ,108952,Bara Atiabari-Ii
416,308,Cooch Behar,2848,Dinhata-I,1,Cooch Behar ,6,Sitai ,108966,Putimari-Ii
417,308,Cooch Behar,2848,Dinhata-I,1,Cooch Behar ,6,Sitai ,108961,Gosanimari-Ii
418,308,Cooch Behar,2848,Dinhata-I,1,Cooch Behar ,6,Sitai ,108959,Gitaldaha-Ii
419,308,Cooch Behar,2848,Dinhata-I,1,Cooch Behar ,6,Sitai ,108960,Gosanimari-I
420,308,Cooch Behar,2848,Dinhata-I,1,Cooch Behar ,6,Sitai ,108958,Gitaldaha-I
421,311,Uttar Dinajpur,2882,Islampur,4,Darjeeling,28,Chopra,109292,Kamalgaon-Sujali
422,311,Uttar Dinajpur,2882,Islampur,4,Darjeeling,28,Chopra,109289,Gobindapur
423,309,Darjeeling,2865,Matigara,4,Darjeeling,25,Matigara-Naxalbari ,109152,Patharghata
424,309,Darjeeling,2865,Matigara,4,Darjeeling,25,Matigara-Naxalbari ,109148,Atharakhai
425,309,Darjeeling,2865,Matigara,4,Darjeeling,25,Matigara-Naxalbari ,109151,Matigara-Ii
426,304,South 24 Parganas,2773,Thakurpukur Mahestola,21,Diamond Harbour,146,Bishnupur ,108284,Asuti-Ii
427,304,South 24 Parganas,2773,Thakurpukur Mahestola,21,Diamond Harbour,146,Bishnupur ,108288,Rasapunja
428,304,South 24 Parganas,2773,Thakurpukur Mahestola,21,Diamond Harbour,146,Bishnupur ,108283,Asuti-I
429,304,South 24 Parganas,2773,Thakurpukur Mahestola,21,Diamond Harbour,146,Bishnupur ,108285,Chatta
430,304,South 24 Parganas,2752,Budge Budge-Ii,21,Diamond Harbour,156,Budge Budge ,108063,North Bawali
431,304,South 24 Parganas,2752,Budge Budge-Ii,21,Diamond Harbour,156,Budge Budge ,108066,South Bawali
432,304,South 24 Parganas,2752,Budge Budge-Ii,21,Diamond Harbour,156,Budge Budge ,108058,Dongaria Raipur
433,304,South 24 Parganas,2755,Diamond Harbour-I,21,Diamond Harbour,143,Diamond Harbour ,108086,Basuldanga
434,304,South 24 Parganas,2755,Diamond Harbour-I,21,Diamond Harbour,143,Diamond Harbour ,108090,Kanpur Dhanaberia
435,304,South 24 Parganas,2755,Diamond Harbour-I,21,Diamond Harbour,143,Diamond Harbour ,108089,Harindanga
436,304,South 24 Parganas,2755,Diamond Harbour-I,21,Diamond Harbour,143,Diamond Harbour ,108087,Bolsiddhi Kalinagar
437,304,South 24 Parganas,2755,Diamond Harbour-I,21,Diamond Harbour,143,Diamond Harbour ,108091,Mashat
438,304,South 24 Parganas,2755,Diamond Harbour-I,21,Diamond Harbour,143,Diamond Harbour ,108093,Parulia
439,304,South 24 Parganas,2755,Diamond Harbour-I,21,Diamond Harbour,143,Diamond Harbour ,108088,Derak
440,304,South 24 Parganas,2756,Diamond Harbour-Ii,21,Diamond Harbour,143,Diamond Harbour ,108100,Patra
441,304,South 24 Parganas,2756,Diamond Harbour-Ii,21,Diamond Harbour,143,Diamond Harbour ,108098,Mathur
442,304,South 24 Parganas,2756,Diamond Harbour-Ii,21,Diamond Harbour,143,Diamond Harbour ,108101,Sarisa
443,304,South 24 Parganas,2756,Diamond Harbour-Ii,21,Diamond Harbour,143,Diamond Harbour ,108097,Khorda
444,304,South 24 Parganas,2756,Diamond Harbour-Ii,21,Diamond Harbour,143,Diamond Harbour ,108096,Kamarpole
445,304,South 24 Parganas,2756,Diamond Harbour-Ii,21,Diamond Harbour,143,Diamond Harbour ,108099,Nurpur
446,304,South 24 Parganas,2756,Diamond Harbour-Ii,21,Diamond Harbour,144,Falta ,108095,Kalatalahat
447,304,South 24 Parganas,2756,Diamond Harbour-Ii,21,Diamond Harbour,144,Falta ,108094,Bhadura Haridas
448,304,South 24 Parganas,2752,Budge Budge-Ii,21,Diamond Harbour,145,Satgachhia ,108065,Satgachhia
449,304,South 24 Parganas,2752,Budge Budge-Ii,21,Diamond Harbour,145,Satgachhia ,108062,Naskarpur
450,304,South 24 Parganas,2752,Budge Budge-Ii,21,Diamond Harbour,145,Satgachhia ,108064,Rania
451,304,South 24 Parganas,2752,Budge Budge-Ii,21,Diamond Harbour,145,Satgachhia ,108056,Burul
452,304,South 24 Parganas,2752,Budge Budge-Ii,21,Diamond Harbour,145,Satgachhia ,108059,Gaja Poyali
453,304,South 24 Parganas,2752,Budge Budge-Ii,21,Diamond Harbour,145,Satgachhia ,108057,Chakmanik
454,304,South 24 Parganas,2752,Budge Budge-Ii,21,Diamond Harbour,145,Satgachhia ,108060,Kamrabad
455,303,North 24 Parganas,2729,Barrackpur-Ii,16,Dum Dum,109,Khardaha ,107833,Bilkanda-I
456,303,North 24 Parganas,2729,Barrackpur-Ii,16,Dum Dum,109,Khardaha ,107832,Bandipur
457,303,North 24 Parganas,2729,Barrackpur-Ii,16,Dum Dum,109,Khardaha ,107836,Patulia
458,303,North 24 Parganas,2729,Barrackpur-Ii,16,Dum Dum,109,Khardaha ,107834,Bilkanda-Ii
459,313,Howrah,2913,Sankrail,25,Howrah,173,Howrah Dakshin ,109659,Panchpara
460,313,Howrah,2911,Jagatballavpur,25,Howrah,175,Panchla ,109625,Gobindapur
461,313,Howrah,2911,Jagatballavpur,25,Howrah,175,Panchla ,109633,Polegustia
462,313,Howrah,2911,Jagatballavpur,25,Howrah,175,Panchla ,109630,Laskarpur
463,313,Howrah,2911,Jagatballavpur,25,Howrah,175,Panchla ,109627,Islampur
464,313,Howrah,2912,Panchla,25,Howrah,175,Panchla ,109646,Sahapur
465,313,Howrah,2912,Panchla,25,Howrah,175,Panchla ,109640,Chara-Panchla
466,313,Howrah,2912,Panchla,25,Howrah,175,Panchla ,109637,Banharishpur
467,313,Howrah,2912,Panchla,25,Howrah,175,Panchla ,109643,Jalabiswanathpur
468,313,Howrah,2912,Panchla,25,Howrah,175,Panchla ,109641,Deulpur
469,313,Howrah,2912,Panchla,25,Howrah,175,Panchla ,109638,Beldubi
470,313,Howrah,2912,Panchla,25,Howrah,175,Panchla ,109639,Bikihakola
471,313,Howrah,2910,Domjur,25,Howrah,174,Sankrail ,109612,Kolora-Ii
472,313,Howrah,2910,Domjur,25,Howrah,174,Sankrail ,109611,Kolora-I
473,313,Howrah,2910,Domjur,25,Howrah,174,Sankrail ,109614,Mahiyari-Ii
474,313,Howrah,2913,Sankrail,25,Howrah,174,Sankrail ,109657,Mashila
475,313,Howrah,2913,Sankrail,25,Howrah,174,Sankrail ,109658,Nalpur
476,313,Howrah,2913,Sankrail,25,Howrah,174,Sankrail ,109655,Kandua
477,313,Howrah,2913,Sankrail,25,Howrah,174,Sankrail ,109660,Raghudebbati
478,313,Howrah,2913,Sankrail,25,Howrah,174,Sankrail ,109651,Dakshin Sankrail
479,313,Howrah,2913,Sankrail,25,Howrah,174,Sankrail ,109652,Dhulagari
480,313,Howrah,2913,Sankrail,25,Howrah,174,Sankrail ,109648,Andul
481,304,South 24 Parganas,2745,Baruipur,22,Jadavpur,140,Baruipur Paschim ,107987,Mallikpur
482,304,South 24 Parganas,2745,Baruipur,22,Jadavpur,140,Baruipur Paschim ,107991,Shankarpur-I
483,304,South 24 Parganas,2745,Baruipur,22,Jadavpur,140,Baruipur Paschim ,107982,Dhapdhapi-Ii
484,304,South 24 Parganas,2745,Baruipur,22,Jadavpur,140,Baruipur Paschim ,107986,Madarat
485,304,South 24 Parganas,2745,Baruipur,22,Jadavpur,140,Baruipur Paschim ,107994,Shikharbali-Ii
486,304,South 24 Parganas,2745,Baruipur,22,Jadavpur,140,Baruipur Paschim ,107984,Hariharpur
487,304,South 24 Parganas,2745,Baruipur,22,Jadavpur,140,Baruipur Paschim ,107992,Shankarpur-Ii
488,304,South 24 Parganas,2745,Baruipur,22,Jadavpur,140,Baruipur Paschim ,107993,Shikharbali-I
489,304,South 24 Parganas,2745,Baruipur,22,Jadavpur,140,Baruipur Paschim ,107981,Dhapdhapi-I
490,304,South 24 Parganas,2745,Baruipur,22,Jadavpur,140,Baruipur Paschim ,107985,Kalyanpur
491,304,South 24 Parganas,2745,Baruipur,22,Jadavpur,137,Baruipur Purba ,107978,Belegachhia
492,304,South 24 Parganas,2745,Baruipur,22,Jadavpur,137,Baruipur Purba ,107977,Begumpur
493,304,South 24 Parganas,2745,Baruipur,22,Jadavpur,137,Baruipur Purba ,107995,South Garia I
494,304,South 24 Parganas,2745,Baruipur,22,Jadavpur,137,Baruipur Purba ,107989,Ramnagar-I
495,304,South 24 Parganas,2745,Baruipur,22,Jadavpur,137,Baruipur Purba ,107988,Nabagram
496,304,South 24 Parganas,2745,Baruipur,22,Jadavpur,137,Baruipur Purba ,107983,Hardhah
497,304,South 24 Parganas,2745,Baruipur,22,Jadavpur,137,Baruipur Purba ,107979,Brindakhali
498,304,South 24 Parganas,2745,Baruipur,22,Jadavpur,137,Baruipur Purba ,107990,Ramnagar-Ii
499,304,South 24 Parganas,2759,Jaynagar-I,22,Jadavpur,137,Baruipur Purba ,108131,Chaltaberia
500,304,South 24 Parganas,2759,Jaynagar-I,22,Jadavpur,137,Baruipur Purba ,108130,Bamangachhi
501,304,South 24 Parganas,2759,Jaynagar-I,22,Jadavpur,137,Baruipur Purba ,108137,Narayanitala
502,304,South 24 Parganas,2759,Jaynagar-I,22,Jadavpur,137,Baruipur Purba ,108133,Dhosa Chandaneswar
503,304,South 24 Parganas,2759,Jaynagar-I,22,Jadavpur,137,Baruipur Purba ,108136,Khakurdaha
504,304,South 24 Parganas,2759,Jaynagar-I,22,Jadavpur,137,Baruipur Purba ,108135,Jangalia
505,304,South 24 Parganas,2747,Bhangar-I,22,Jadavpur,148,Bhangar ,108014,Narayanpur
506,304,South 24 Parganas,2747,Bhangar-I,22,Jadavpur,148,Bhangar ,108013,Jagulgachhi
507,304,South 24 Parganas,2747,Bhangar-I,22,Jadavpur,148,Bhangar ,108015,Pranganj
508,304,South 24 Parganas,2772,Sonarpur,22,Jadavpur,147,Sonarpur Dakshin ,108279,Langalberia
509,304,South 24 Parganas,2772,Sonarpur,22,Jadavpur,147,Sonarpur Dakshin ,108282,Sonarpur-Ii
510,304,South 24 Parganas,2772,Sonarpur,22,Jadavpur,147,Sonarpur Dakshin ,108280,Poleghat
511,304,South 24 Parganas,2772,Sonarpur,22,Jadavpur,147,Sonarpur Dakshin ,108275,Kalikapur-Ii
512,304,South 24 Parganas,2772,Sonarpur,22,Jadavpur,147,Sonarpur Dakshin ,108281,Pratapnagar
513,304,South 24 Parganas,2772,Sonarpur,22,Jadavpur,147,Sonarpur Dakshin ,108274,Kalikapur-I
514,304,South 24 Parganas,2772,Sonarpur,22,Jadavpur,151,Sonarpur Uttar ,108278,Kheyadaha-Ii
515,304,South 24 Parganas,2772,Sonarpur,22,Jadavpur,151,Sonarpur Uttar ,108272,Bangooghly-I
516,304,South 24 Parganas,2772,Sonarpur,22,Jadavpur,151,Sonarpur Uttar ,108273,Banhooghly-Ii
517,304,South 24 Parganas,2772,Sonarpur,22,Jadavpur,151,Sonarpur Uttar ,108276,Kamrabad
518,304,South 24 Parganas,2772,Sonarpur,22,Jadavpur,151,Sonarpur Uttar ,108277,Kheyadaha-I
519,314,Jalpaiguri,2931,Rajganj,3,Jalpaiguri ,19,Dabgram-Phulbari ,109845,Dabgram-I
520,314,Jalpaiguri,2931,Rajganj,3,Jalpaiguri ,19,Dabgram-Phulbari ,109846,Dabgram-Ii
521,314,Jalpaiguri,7483,Banarhat,3,Jalpaiguri ,15,Dhupguri ,109732,Banarhat-I
522,314,Jalpaiguri,7483,Banarhat,3,Jalpaiguri ,15,Dhupguri ,109747,Salbari-Ii
523,314,Jalpaiguri,7483,Banarhat,3,Jalpaiguri ,15,Dhupguri ,109746,Salbari-I
524,314,Jalpaiguri,2921,Dhupguri,3,Jalpaiguri ,15,Dhupguri ,109737,Gadhearkuthi
525,314,Jalpaiguri,2921,Dhupguri,3,Jalpaiguri ,15,Dhupguri ,109740,Jharaltagram-I
526,314,Jalpaiguri,2921,Dhupguri,3,Jalpaiguri ,15,Dhupguri ,109734,Barogharia
527,314,Jalpaiguri,2921,Dhupguri,3,Jalpaiguri ,15,Dhupguri ,109738,Godong-I
528,314,Jalpaiguri,2921,Dhupguri,3,Jalpaiguri ,15,Dhupguri ,109743,Magurmari-Ii
529,314,Jalpaiguri,2921,Dhupguri,3,Jalpaiguri ,15,Dhupguri ,109745,Sakoyajhora-Ii
